EmployeeNumber,EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,HireDate,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,TerminationDate,BusinessTravel,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
3692,EMP03692,Paul,Hernandez,Male,30,Single,Associate,Life Sciences,R&D,Senior Researcher,2,2019-07-03,5,4,3,4,No,,Travel_Frequently,200,22,1,25,4,4,77240,84964.0,5,Y,No,17,3,2,40,1,10,4,3
3693,EMP03693,Katie,Taylor,Female,47,Married,Master,Marketing,R&D,R&D Manager,4,2017-06-06,8,6,4,1,No,,Non-Travel,384,40,1,48,3,1,91540,100694.00000000001,6,Y,No,20,3,1,40,0,14,0,4
3694,EMP03694,Pamela,Jones,Female,55,Married,PhD,Marketing,R&D,Director of R&D,5,2024-04-16,1,0,0,0,No,,Travel_Rarely,376,10,1,47,2,3,151477,166624.7,10,Y,No,15,2,1,40,2,11,3,3
3695,EMP03695,Kathleen,Koch,Female,42,Married,Master,Marketing,Sales,Sales Director,5,2023-05-08,2,1,1,0,No,,Travel_Rarely,352,43,1,44,3,2,119462,131408.2,6,Y,No,15,3,4,40,0,8,2,3
3696,EMP03696,Monica,Griffith,Female,31,Single,Bachelor,Life Sciences,HR,HR Manager,3,2023-06-07,2,1,1,2,No,,Non-Travel,328,19,1,41,1,2,58353,64188.3,1,Y,No,12,3,3,40,0,3,6,3
3697,EMP03697,Kimberly,Strong,Female,59,Single,Bachelor,Life Sciences,HR,HR Director,5,2019-08-25,5,0,0,5,No,,Travel_Rarely,384,23,1,48,2,1,67998,74797.8,10,Y,Yes,12,3,3,40,0,15,4,4
3698,EMP03698,Kevin,Richardson,Male,54,Married,Master,Technical Degree,R&D,R&D Manager,4,2018-04-20,7,7,2,3,No,,Non-Travel,288,40,1,36,4,3,122079,134286.90000000002,7,Y,No,14,3,2,40,0,14,0,4
3699,EMP03699,Mariah,Bullock,Female,51,Divorced,Bachelor,Medical,R&D,Senior Researcher,2,2023-12-24,1,1,1,0,No,,Non-Travel,280,20,1,35,1,1,76019,83620.90000000001,8,Y,No,18,2,1,40,0,9,5,3
3700,EMP03700,Cody,Johnson,Male,59,Married,Master,Life Sciences,HR,HR Director,5,2023-02-06,2,0,0,0,No,,Non-Travel,224,30,1,28,4,3,73699,81068.90000000001,8,Y,No,14,4,1,40,1,10,6,3
3701,EMP03701,Curtis,Matthews,Male,45,Single,PhD,Medical,R&D,Director of R&D,5,2017-08-20,3,0,0,0,Yes,2021-07-06,Travel_Rarely,240,11,1,30,1,2,152058,167263.80000000002,4,Y,No,15,3,2,40,0,7,6,3
3702,EMP03702,Candace,Smith,Female,31,Married,High School,Marketing,R&D,Senior Researcher,2,2020-07-16,4,1,0,1,No,,Travel_Rarely,376,16,1,47,4,3,93873,103260.3,10,Y,No,24,1,4,40,0,14,1,3
3703,EMP03703,Donna,Roberts,Female,25,Married,Associate,Technical Degree,Sales,Sales Executive,1,2019-03-27,4,0,0,0,Yes,2024-01-11,Non-Travel,288,45,1,36,2,1,40714,44785.4,8,Y,No,14,4,3,40,0,12,3,4
3704,EMP03704,Tamara,Waters,Female,28,Married,Bachelor,Marketing,Sales,Sales Manager,3,2020-11-03,0,0,0,0,Yes,2021-07-31,Travel_Frequently,440,27,1,55,3,3,75007,82507.70000000001,6,Y,Yes,13,3,3,40,0,6,2,1
3705,EMP03705,Grace,Miles,Female,52,Single,Associate,Life Sciences,R&D,Senior Researcher,2,2024-11-12,0,0,0,0,No,,Travel_Rarely,344,42,1,43,4,1,92966,102262.6,8,Y,No,23,3,1,40,0,8,2,3
3706,EMP03706,Amy,White,Female,38,Single,PhD,Marketing,HR,HR Director,5,2012-04-16,13,5,4,4,No,,Travel_Frequently,376,18,1,47,1,1,80084,88092.40000000001,1,Y,Yes,19,2,4,40,2,14,5,2
3707,EMP03707,Wesley,Johnston,Male,48,Single,PhD,Marketing,HR,HR Director,5,2022-06-26,2,1,0,0,No,,Travel_Rarely,184,31,1,23,3,3,95085,104593.50000000001,10,Y,Yes,12,3,2,40,0,12,6,4
3708,EMP03708,Christopher,Malone,Male,51,Single,PhD,Medical,Sales,Sales Director,5,2023-07-18,1,1,0,0,No,,Non-Travel,200,40,1,25,4,1,97394,107133.40000000001,7,Y,No,23,3,2,40,1,8,1,2
3709,EMP03709,Stephen,Spencer,Male,47,Married,Associate,Life Sciences,R&D,Senior Researcher,2,2011-06-23,13,4,4,9,No,,Non-Travel,320,8,1,40,2,3,81461,89607.1,5,Y,No,16,3,4,40,1,18,6,2
3710,EMP03710,William,Francis,Male,49,Married,PhD,Life Sciences,R&D,Director of R&D,5,2022-11-22,2,2,0,0,No,,Non-Travel,456,49,1,57,4,4,157496,173245.6,6,Y,No,13,4,3,40,0,8,5,3
3711,EMP03711,Charlene,Chavez,Female,33,Single,Master,Marketing,R&D,R&D Manager,4,2021-10-03,3,3,3,3,No,,Non-Travel,312,13,1,39,3,4,127235,139958.5,7,Y,No,20,4,1,40,0,10,3,3
3712,EMP03712,Haley,Peterson,Female,53,Single,Master,Technical Degree,R&D,R&D Manager,4,2021-01-16,4,0,0,2,No,,Travel_Rarely,224,19,1,28,1,3,120479,132526.90000000002,5,Y,No,19,4,4,40,0,9,1,4
3713,EMP03713,Krystal,Jackson,Female,39,Married,Bachelor,Medical,Sales,Sales Director,5,2015-07-15,9,1,0,3,No,,Non-Travel,184,12,1,23,2,3,88376,97213.6,2,Y,No,23,4,2,40,1,11,1,3
3714,EMP03714,Linda,Decker,Non-Binary,39,Married,High School,Technical Degree,Sales,Sales Executive,1,2021-07-15,3,2,2,3,No,,Non-Travel,232,30,1,29,4,1,57006,62706.600000000006,10,Y,Yes,25,3,3,40,0,13,3,1
3715,EMP03715,Jessica,Johnston,Female,32,Married,High School,Medical,R&D,R&D Manager,4,2021-03-16,4,1,0,2,No,,Non-Travel,328,36,1,41,4,4,104022,114424.20000000001,8,Y,Yes,21,3,2,40,0,12,0,4
3716,EMP03716,Andrea,Warren,Female,50,Divorced,PhD,Technical Degree,HR,HR Director,5,2018-02-23,7,2,0,7,No,,Non-Travel,184,33,1,23,3,4,82832,91115.20000000001,10,Y,Yes,13,3,3,40,2,17,2,3
3717,EMP03717,Russell,Dillon,Male,59,Married,Bachelor,Marketing,R&D,Senior Researcher,2,2022-08-18,2,0,0,2,No,,Travel_Frequently,184,39,1,23,1,2,85657,94222.70000000001,8,Y,Yes,14,1,2,40,3,10,3,4
3718,EMP03718,Brenda,Henry,Female,54,Single,Master,Marketing,R&D,R&D Manager,4,2023-06-04,2,0,0,2,No,,Non-Travel,456,33,1,57,4,2,98371,108208.1,3,Y,Yes,13,1,2,40,0,5,2,1
3719,EMP03719,Claudia,Barrera,Female,54,Married,High School,Life Sciences,Sales,Sales Manager,3,2017-02-23,6,3,3,3,Yes,2024-01-10,Non-Travel,216,35,1,27,1,1,76293,83922.3,3,Y,Yes,20,1,1,40,3,9,5,4
3720,EMP03720,Dawn,Ramirez,Female,42,Divorced,Master,Technical Degree,R&D,R&D Manager,4,2017-02-07,8,4,4,8,No,,Travel_Rarely,272,19,1,34,2,4,124533,136986.30000000002,2,Y,Yes,11,3,4,40,2,10,3,3
3721,EMP03721,Jaime,Cohen,Male,53,Divorced,Master,Technical Degree,R&D,Director of R&D,5,2019-12-25,5,4,2,3,No,,Non-Travel,184,36,1,23,3,2,144249,158673.90000000002,5,Y,No,20,4,1,40,0,10,5,4
3722,EMP03722,Ryan,Miranda,Male,36,Single,Bachelor,Technical Degree,Sales,Sales Director,5,2023-10-05,1,1,0,1,No,,Non-Travel,464,23,1,58,4,4,96870,106557.00000000001,5,Y,Yes,21,3,2,40,0,6,1,4
3723,EMP03723,Alexander,Carter,Male,34,Single,Associate,Marketing,R&D,Director of R&D,5,2020-07-16,4,1,1,2,No,,Travel_Rarely,216,40,1,27,1,4,158868,174754.80000000002,0,Y,No,17,3,3,40,1,4,5,3
3724,EMP03724,Emily,Parker,Female,38,Divorced,Bachelor,Other,Sales,Sales Manager,3,2020-02-24,5,5,5,1,No,,Non-Travel,352,46,1,44,2,3,59661,65627.1,1,Y,No,18,5,1,40,0,6,1,3
3725,EMP03725,Matthew,Bradley,Male,36,Single,Associate,Technical Degree,Sales,Sales Executive,1,2024-03-09,1,0,0,0,No,,Non-Travel,160,28,1,20,3,1,47942,52736.200000000004,0,Y,No,25,3,3,40,0,1,2,2
3726,EMP03726,Cynthia,Hansen,Female,45,Married,Master,Other,R&D,R&D Manager,4,2023-04-26,1,1,0,0,Yes,2024-06-15,Travel_Frequently,248,7,1,31,2,1,113659,125024.90000000001,9,Y,No,24,3,4,40,1,10,6,2
3727,EMP03727,Brittany,Taylor,Female,49,Single,Bachelor,Life Sciences,Sales,Sales Director,5,2020-01-03,5,2,2,2,No,,Travel_Rarely,416,40,1,52,3,3,99542,109496.20000000001,5,Y,No,16,1,1,40,0,10,0,4
3728,EMP03728,Alice,Holland,Female,55,Single,Associate,Life Sciences,HR,HR Manager,3,2023-04-20,2,2,0,0,No,,Non-Travel,224,18,1,28,1,3,65663,72229.3,10,Y,No,15,4,1,40,2,12,2,4
3729,EMP03729,Russell,Cooper,Male,50,Married,PhD,Technical Degree,R&D,Director of R&D,5,2017-11-28,7,6,4,0,No,,Travel_Frequently,288,48,1,36,3,4,170832,187915.2,5,Y,No,12,2,3,40,0,12,6,3
3730,EMP03730,Daryl,Hughes,Male,50,Single,Associate,Medical,HR,HR Director,5,2017-09-02,7,7,7,3,No,,Non-Travel,424,23,1,53,3,4,76279,83906.90000000001,6,Y,No,24,3,1,40,0,13,5,1
3731,EMP03731,Jackson,White,Male,37,Married,Bachelor,Life Sciences,Sales,Sales Manager,3,2019-11-24,5,4,4,0,No,,Non-Travel,224,8,1,28,3,4,73590,80949.0,1,Y,No,17,3,4,40,3,6,1,4
3732,EMP03732,Willie,Ramos,Male,54,Married,PhD,Medical,HR,HR Director,5,2020-10-26,0,0,0,0,Yes,2021-07-22,Non-Travel,176,6,1,22,4,4,96520,106172.00000000001,10,Y,No,17,4,3,40,1,10,4,1
3733,EMP03733,Hayden,Hurley,Male,49,Married,Master,Technical Degree,HR,HR Manager,3,2018-12-25,6,0,0,6,No,,Non-Travel,408,41,1,51,3,3,67425,74167.5,9,Y,No,13,3,2,40,3,15,2,3
3734,EMP03734,Robert,Mckinney,Male,36,Single,Bachelor,Technical Degree,R&D,R&D Manager,4,2020-06-25,4,2,1,2,No,,Non-Travel,184,33,1,23,4,4,115296,126825.6,2,Y,No,12,5,1,40,0,6,4,4
3735,EMP03735,Billy,Strickland,Male,47,Single,Master,Life Sciences,HR,HR Director,5,2024-09-20,0,0,0,0,No,,Non-Travel,304,3,1,38,4,3,86077,94684.70000000001,0,Y,No,16,4,3,40,0,0,2,3
3736,EMP03736,Mark,Smith,Male,45,Divorced,High School,Life Sciences,HR,HR Manager,3,2023-11-17,1,0,0,0,No,,Non-Travel,248,13,1,31,1,1,55346,60880.600000000006,1,Y,No,20,4,2,40,1,2,6,2
3737,EMP03737,David,Hudson,Male,57,Married,PhD,Medical,R&D,Director of R&D,5,2022-01-16,3,0,0,1,No,,Travel_Rarely,208,8,1,26,4,4,172336,189569.6,7,Y,No,24,4,3,40,1,10,1,2
3738,EMP03738,Rhonda,Hunter,Female,33,Married,Associate,Other,Sales,Sales Director,5,2020-11-04,4,1,1,3,No,,Travel_Rarely,192,9,1,24,2,4,107488,118236.8,9,Y,No,16,5,4,40,0,13,4,4
3739,EMP03739,Nicholas,Steele,Male,53,Single,Bachelor,Medical,R&D,Senior Researcher,2,2023-05-11,2,0,0,0,No,,Travel_Rarely,296,29,1,37,1,3,70805,77885.5,0,Y,No,18,3,3,40,3,2,4,3
3740,EMP03740,Kathy,Burton,Female,35,Divorced,Bachelor,Marketing,HR,HR Manager,3,2022-01-15,3,1,0,2,No,,Travel_Frequently,424,35,1,53,2,2,65103,71613.3,8,Y,Yes,21,4,1,40,0,11,6,3
3741,EMP03741,Donald,Richardson,Male,43,Divorced,PhD,Life Sciences,R&D,Director of R&D,5,2019-06-17,5,4,2,5,No,,Non-Travel,184,19,1,23,2,3,151241,166365.1,3,Y,No,13,2,1,40,1,8,0,3
3742,EMP03742,Michael,Krause,Male,38,Married,Bachelor,Life Sciences,HR,HR Manager,3,2022-02-09,3,0,0,1,No,,Non-Travel,296,30,1,37,3,2,56597,62256.700000000004,7,Y,No,22,4,1,40,0,10,2,2
3743,EMP03743,Christine,Marshall,Female,45,Divorced,Master,Technical Degree,R&D,Director of R&D,5,2018-05-02,7,4,1,4,No,,Travel_Rarely,296,33,1,37,4,2,148126,162938.6,4,Y,Yes,16,4,1,40,0,11,2,3
3744,EMP03744,Michelle,Jacobson,Female,48,Single,Master,Marketing,Sales,Sales Manager,3,2024-03-27,1,0,0,0,No,,Non-Travel,424,25,1,53,3,4,66603,73263.3,8,Y,Yes,23,5,2,40,0,9,1,2
3745,EMP03745,Jon,Blair,Male,39,Married,Associate,Life Sciences,R&D,R&D Manager,4,2021-08-28,3,3,2,2,No,,Non-Travel,328,26,1,41,4,3,92395,101634.50000000001,2,Y,Yes,21,3,1,40,0,5,4,2
3746,EMP03746,Steven,Calderon,Male,43,Married,Master,Life Sciences,R&D,Director of R&D,5,2020-09-05,1,0,0,1,Yes,2022-04-17,Non-Travel,416,45,1,52,4,3,148521,163373.1,8,Y,Yes,12,4,2,40,0,9,5,3
3747,EMP03747,Wendy,Wong,Female,29,Single,Bachelor,Technical Degree,HR,HR Manager,3,2016-07-25,8,1,0,7,No,,Non-Travel,200,11,1,25,3,2,59999,65998.90000000001,3,Y,No,24,5,3,40,1,11,5,3
3748,EMP03748,Michael,Walsh,Male,41,Married,Associate,Technical Degree,R&D,Research Scientist,1,2018-12-06,6,3,1,1,No,,Non-Travel,224,22,1,28,2,3,54961,60457.100000000006,6,Y,Yes,20,4,3,40,2,12,4,2
3749,EMP03749,Phillip,Martin,Male,55,Married,Bachelor,Life Sciences,HR,HR Director,5,2024-09-19,0,0,0,0,Yes,,Travel_Frequently,360,27,1,45,3,2,74113,81524.3,2,Y,No,17,3,1,40,2,2,2,4
3750,EMP03750,Lisa,King,Female,55,Single,Bachelor,Medical,R&D,R&D Manager,4,2019-10-22,5,2,0,5,No,,Non-Travel,464,7,1,58,3,2,108594,119453.40000000001,7,Y,No,12,3,1,40,1,12,4,4
3751,EMP03751,Mark,Padilla,Non-Binary,44,Married,High School,Marketing,R&D,Senior Researcher,2,2024-06-17,0,0,0,0,No,,Travel_Rarely,416,16,1,52,2,4,90549,99603.90000000001,5,Y,No,13,4,4,40,1,5,2,1
3752,EMP03752,Erin,Barnes,Female,58,Divorced,Associate,Technical Degree,R&D,Senior Researcher,2,2011-12-25,13,5,4,10,No,,Non-Travel,272,8,1,34,2,1,92892,102181.20000000001,8,Y,No,25,2,2,40,2,21,1,3
3753,EMP03753,Adam,Bowen,Male,36,Married,Master,Medical,R&D,Director of R&D,5,2024-10-28,0,0,0,0,No,,Non-Travel,176,6,1,22,3,3,155755,171330.5,7,Y,Yes,24,2,3,40,0,7,2,3
3754,EMP03754,Jamie,Ray,Female,33,Married,Master,Medical,R&D,Director of R&D,5,2014-02-11,7,4,4,5,Yes,2021-03-25,Travel_Rarely,184,48,1,23,2,1,134282,147710.2,0,Y,Yes,18,3,1,40,0,7,4,3
3755,EMP03755,Andrew,Reynolds,Male,49,Divorced,PhD,Marketing,Sales,Sales Director,5,2021-08-28,3,0,0,2,No,,Non-Travel,304,14,1,38,1,1,109554,120509.40000000001,6,Y,No,12,4,2,40,0,9,1,2
3756,EMP03756,Matthew,Durham,Male,29,Single,Associate,Other,Sales,Sales Executive,1,2022-03-05,3,0,0,2,No,,Non-Travel,360,12,1,45,4,1,37780,41558.0,9,Y,No,23,3,4,40,1,12,1,3
3757,EMP03757,Joshua,Salinas,Male,32,Single,Master,Marketing,R&D,Senior Researcher,2,2022-04-14,2,2,2,2,Yes,2024-06-24,Non-Travel,320,41,1,40,4,3,101383,111521.3,9,Y,No,23,4,1,40,1,11,5,3
3758,EMP03758,Austin,Lopez,Male,51,Married,Associate,Life Sciences,R&D,R&D Manager,4,2024-06-01,1,1,0,1,No,,Non-Travel,272,37,1,34,3,1,90696,99765.6,3,Y,No,22,3,2,40,1,4,0,4
3759,EMP03759,William,Edwards,Male,35,Single,High School,Technical Degree,Sales,Sales Executive,1,2023-05-10,2,0,0,0,No,,Travel_Rarely,208,22,1,26,3,4,56042,61646.200000000004,2,Y,No,14,3,2,40,2,4,0,2
3760,EMP03760,Michelle,Schwartz,Female,42,Single,Bachelor,Medical,HR,HR Manager,3,2023-12-11,1,1,1,1,No,,Travel_Rarely,288,36,1,36,3,3,65934,72527.40000000001,3,Y,No,18,2,1,40,2,4,5,4
3761,EMP03761,Kimberly,Hoffman,Female,50,Single,Associate,Life Sciences,Sales,Sales Manager,3,2023-07-01,0,0,0,0,Yes,2024-05-15,Non-Travel,184,45,1,23,4,2,73349,80683.90000000001,7,Y,No,11,2,1,40,0,7,4,2
3762,EMP03762,Alex,Jones,Male,33,Single,Master,Medical,Sales,Sales Director,5,2023-12-16,1,0,0,1,No,,Non-Travel,272,32,1,34,3,3,94832,104315.20000000001,1,Y,No,13,5,4,40,3,2,3,3
3763,EMP03763,Steven,Parker,Male,43,Single,PhD,Other,R&D,Director of R&D,5,2021-07-10,0,0,0,0,Yes,2022-01-12,Non-Travel,240,42,1,30,3,3,164987,181485.7,4,Y,No,25,4,2,40,1,4,3,3
3764,EMP03764,Anthony,Durham,Male,46,Married,Bachelor,Life Sciences,R&D,R&D Manager,4,2023-01-21,2,2,1,0,No,,Non-Travel,320,6,1,40,4,4,96810,106491.00000000001,3,Y,No,14,3,1,40,0,5,4,1
3765,EMP03765,Timothy,Leon,Male,57,Single,Bachelor,Marketing,R&D,Senior Researcher,2,2022-05-02,3,1,1,1,No,,Travel_Rarely,256,46,1,32,2,2,79071,86978.1,8,Y,No,19,4,1,40,0,11,6,2
3766,EMP03766,Timothy,West,Male,39,Single,Master,Life Sciences,HR,HR Director,5,2022-05-27,1,1,1,1,Yes,2024-01-06,Non-Travel,304,21,1,38,2,1,86029,94631.90000000001,7,Y,No,13,3,2,40,1,8,3,3
3767,EMP03767,Phyllis,Lewis,Female,52,Married,PhD,Marketing,Sales,Sales Director,5,2014-12-13,10,8,2,4,No,,Non-Travel,168,5,1,21,2,1,118168,129984.80000000002,3,Y,Yes,19,3,4,40,0,13,6,4
3768,EMP03768,Debra,Rogers,Female,55,Single,Bachelor,Marketing,R&D,R&D Manager,4,2024-11-07,0,0,0,0,No,,Travel_Rarely,392,17,1,49,4,4,104930,115423.00000000001,3,Y,No,12,1,3,40,0,3,3,2
3769,EMP03769,Ronald,Heath,Male,51,Married,Associate,Life Sciences,R&D,R&D Manager,4,2020-11-20,4,2,1,1,No,,Travel_Rarely,352,2,1,44,4,2,116731,128404.1,8,Y,Yes,15,3,3,40,0,12,5,1
3770,EMP03770,Kristen,Peterson,Female,52,Married,PhD,Technical Degree,R&D,Director of R&D,5,2019-02-14,6,3,1,2,No,,Non-Travel,256,26,1,32,4,1,162906,179196.6,4,Y,No,22,4,3,40,1,10,1,3
3771,EMP03771,Mallory,Santos,Female,48,Divorced,PhD,Technical Degree,R&D,Director of R&D,5,2023-10-05,1,1,0,1,No,,Non-Travel,448,21,1,56,1,2,163685,180053.5,3,Y,No,13,3,3,40,2,4,1,3
3772,EMP03772,Sandra,Barry,Female,35,Married,PhD,Technical Degree,R&D,R&D Manager,4,2023-08-25,1,1,0,1,No,,Travel_Frequently,248,23,1,31,1,1,112669,123935.90000000001,8,Y,No,17,4,3,40,1,9,5,3
3773,EMP03773,John,Sparks,Male,52,Married,Associate,Other,R&D,R&D Manager,4,2021-11-01,3,0,0,0,No,,Travel_Rarely,368,4,1,46,1,4,119530,131483.0,10,Y,No,19,3,4,40,1,13,4,3
3774,EMP03774,Joseph,Meadows,Male,37,Single,Master,Life Sciences,R&D,R&D Manager,4,2022-01-19,3,2,2,3,No,,Non-Travel,232,23,1,29,2,2,105637,116200.70000000001,7,Y,Yes,12,4,3,40,0,10,6,2
3775,EMP03775,Amber,Garcia,Female,42,Divorced,Master,Life Sciences,Sales,Sales Manager,3,2021-05-23,4,4,0,4,No,,Non-Travel,336,10,1,42,1,3,68065,74871.5,2,Y,No,14,4,3,40,0,6,5,4
3776,EMP03776,Kristopher,Spencer,Male,39,Married,Master,Marketing,HR,HR Director,5,2024-05-11,1,0,0,1,No,,Non-Travel,200,39,1,25,1,2,91533,100686.3,6,Y,No,18,3,1,40,0,7,3,1
3777,EMP03777,Barry,Sanders,Male,55,Married,Bachelor,Life Sciences,HR,HR Director,5,2020-06-12,5,1,0,5,No,,Non-Travel,168,19,1,21,1,3,83136,91449.6,3,Y,No,11,4,1,40,1,8,5,3
3778,EMP03778,Kim,Li,Female,38,Single,Associate,Life Sciences,R&D,Senior Researcher,2,2024-04-02,1,0,0,0,No,,Non-Travel,304,39,1,38,2,4,96637,106300.70000000001,10,Y,Yes,20,4,4,40,0,11,6,1
3779,EMP03779,Katherine,Cervantes,Female,48,Single,Bachelor,Technical Degree,Sales,Sales Director,5,2020-02-25,5,2,1,2,No,,Non-Travel,160,43,1,20,2,1,83256,91581.6,5,Y,Yes,12,2,1,40,0,10,5,4
3780,EMP03780,Randy,Buckley,Male,56,Divorced,Master,Technical Degree,HR,HR Director,5,2017-06-21,2,0,0,1,Yes,2020-01-27,Travel_Rarely,200,29,1,25,3,1,91822,101004.20000000001,6,Y,No,14,5,3,40,2,8,4,3
3781,EMP03781,Billy,Morgan,Male,51,Single,Bachelor,Life Sciences,R&D,Director of R&D,5,2023-05-14,2,0,0,1,No,,Travel_Rarely,336,44,1,42,3,3,147974,162771.40000000002,4,Y,No,12,4,2,40,0,6,0,3
3782,EMP03782,Derek,Dalton,Male,54,Married,High School,Life Sciences,R&D,Senior Researcher,2,2024-02-12,1,0,0,0,No,,Non-Travel,472,6,1,59,4,3,76679,84346.90000000001,4,Y,No,25,4,3,40,1,5,3,2
3783,EMP03783,Robert,Higgins,Male,38,Married,Bachelor,Technical Degree,Sales,Sales Manager,3,2020-02-28,5,5,4,1,No,,Non-Travel,224,3,1,28,4,4,72215,79436.5,2,Y,Yes,22,5,1,40,0,7,1,2
3784,EMP03784,Jessica,Griffin,Female,38,Married,PhD,Marketing,R&D,R&D Manager,4,2022-05-16,3,0,0,1,No,,Travel_Rarely,376,7,1,47,3,3,105750,116325.00000000001,5,Y,No,21,4,4,40,0,8,0,2
3785,EMP03785,Jessica,Harvey,Female,36,Married,PhD,Technical Degree,R&D,R&D Manager,4,2022-12-06,2,1,1,1,No,,Travel_Rarely,440,11,1,55,1,1,119478,131425.80000000002,7,Y,Yes,24,1,1,40,2,9,0,4
3786,EMP03786,Gregory,Boyd,Male,35,Single,Associate,Marketing,R&D,R&D Manager,4,2024-08-06,0,0,0,0,No,,Non-Travel,232,34,1,29,3,4,95720,105292.00000000001,0,Y,No,12,4,3,40,0,0,6,2
3787,EMP03787,Victoria,Brown,Female,31,Married,Master,Technical Degree,R&D,R&D Manager,4,2024-12-14,0,0,0,0,No,,Travel_Frequently,192,18,1,24,4,1,111072,122179.20000000001,10,Y,Yes,19,3,2,40,0,10,0,3
3788,EMP03788,Timothy,Lee,Male,47,Single,PhD,Technical Degree,Sales,Sales Director,5,2013-04-23,0,0,0,0,Yes,2014-03-29,Non-Travel,296,9,1,37,1,2,117250,128975.00000000001,5,Y,No,22,3,3,40,1,5,6,4
3789,EMP03789,Bobby,Hernandez,Male,50,Married,High School,Life Sciences,R&D,Research Scientist,1,2021-09-27,3,3,2,0,No,,Non-Travel,408,13,1,51,3,2,46288,50916.8,10,Y,No,19,4,4,40,0,13,6,2
3790,EMP03790,Kelsey,Ford,Female,52,Married,PhD,Life Sciences,R&D,Director of R&D,5,2021-03-02,4,3,3,0,No,,Non-Travel,216,7,1,27,4,3,170025,187027.50000000003,6,Y,No,18,4,3,40,0,10,5,3
3791,EMP03791,Karen,Morrison,Female,41,Married,PhD,Life Sciences,R&D,Director of R&D,5,2022-05-28,3,2,1,3,No,,Non-Travel,256,17,1,32,1,1,162762,179038.2,8,Y,No,20,3,4,40,0,11,6,1
3792,EMP03792,Matthew,Rush,Male,55,Single,Master,Marketing,Sales,Sales Manager,3,2018-12-23,6,6,5,5,No,,Travel_Rarely,336,42,1,42,3,3,83333,91666.3,8,Y,No,23,3,3,40,3,14,6,4
3793,EMP03793,Justin,Reed,Male,53,Single,Bachelor,Life Sciences,HR,HR Manager,3,2016-01-01,9,1,1,2,No,,Non-Travel,448,5,1,56,1,3,58732,64605.200000000004,9,Y,Yes,24,3,3,40,0,18,0,3
3794,EMP03794,Austin,Greer,Male,56,Divorced,Associate,Life Sciences,R&D,Senior Researcher,2,2018-04-16,7,7,3,2,No,,Non-Travel,176,7,1,22,2,1,75961,83557.1,8,Y,No,24,1,3,40,0,15,2,3
3795,EMP03795,Meghan,Gomez,Female,54,Single,PhD,Life Sciences,Sales,Sales Director,5,2016-11-07,8,2,1,6,No,,Travel_Rarely,464,37,1,58,3,4,111879,123066.90000000001,8,Y,No,18,3,4,40,0,16,5,1
3796,EMP03796,Johnny,Williams,Male,32,Married,Master,Medical,R&D,Director of R&D,5,2023-05-09,2,1,1,2,No,,Non-Travel,232,35,1,29,3,4,163689,180057.90000000002,0,Y,No,15,3,3,40,0,2,4,4
3797,EMP03797,Diana,Reeves,Female,52,Single,Bachelor,Marketing,Sales,Sales Manager,3,2013-09-08,11,8,0,0,No,,Non-Travel,352,27,1,44,4,4,78406,86246.6,9,Y,No,19,3,1,40,1,20,1,3
3798,EMP03798,Jessica,Wilkerson,Female,35,Single,PhD,Medical,Sales,Sales Director,5,2022-05-28,3,1,0,3,No,,Non-Travel,448,37,1,56,3,2,124986,137484.6,0,Y,No,22,3,3,40,2,3,3,3
3799,EMP03799,David,Valentine,Male,36,Single,PhD,Medical,HR,HR Director,5,2024-04-06,1,1,0,0,No,,Travel_Rarely,216,27,1,27,3,3,88693,97562.3,3,Y,No,11,4,3,40,2,4,6,3
3800,EMP03800,Samantha,Rogers,Female,53,Married,Associate,Medical,Sales,Sales Executive,1,2019-05-02,6,3,3,3,No,,Non-Travel,360,6,1,45,2,3,35086,38594.600000000006,2,Y,No,16,4,2,40,0,8,6,2
3801,EMP03801,Yvonne,Richards,Female,44,Married,Master,Technical Degree,R&D,R&D Manager,4,2023-07-14,0,0,0,0,Yes,2024-06-11,Non-Travel,272,44,1,34,4,2,117355,129090.50000000001,7,Y,No,20,4,2,40,1,7,6,1
3802,EMP03802,Maureen,Wade,Female,42,Single,Associate,Other,R&D,R&D Manager,4,2017-08-10,7,5,5,3,No,,Travel_Rarely,280,9,1,35,4,1,117620,129382.00000000001,0,Y,No,21,3,1,40,0,7,4,4
3803,EMP03803,Valerie,Lewis,Female,32,Married,Bachelor,Life Sciences,R&D,Director of R&D,5,2018-02-08,2,0,0,1,Yes,2020-12-02,Non-Travel,240,11,1,30,2,2,136800,150480.0,3,Y,No,14,3,4,40,0,5,0,2
3804,EMP03804,Jill,Hays,Female,28,Married,Associate,Life Sciences,HR,HR Manager,3,2021-10-03,3,0,0,1,No,,Travel_Frequently,240,25,1,30,3,4,63913,70304.3,5,Y,No,18,5,2,40,3,8,0,1
